id,uniq_id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
1,66741e6d056708653656e9f124d4928e,2025-05-17T00:00:00,0,Москва,6302,Алексей,Смирнов,5,Яблоко молодильное,5,2000
2,f4c961991d7660a0f3e00fd77cb251b8,2025-05-17T00:00:00,0,Москва,4816,Екатерина,Козлова,8,Лампочка LED,2,600
3,f22410b3ae2462abcab4fa6443feed44,2025-05-17T00:00:00,2,Ярославль,6605,Алексей,Васильев,4,Сахар песок,3,150
4,d56632ddb7138647bdb5bfa51883de21,2025-05-17T00:00:00,2,Ярославль,4317,Екатерина,Волкова,6,Яблоко,1,140
5,80c72b62f11540fa5d21656f46948644,2025-05-17T00:00:00,1,Ростов,7116,Анна,Федорова,3,Устройство для нагревания табака Трубка Мира,5,2500
6,fd381ecc2e64ea638a3322588e40c840,2025-05-17T00:00:00,2,Ярославль,8602,Геннадий,Васильев,9,Ручка шариковая,5,225
7,41bcd2ec7dad7043e017c5615f550910,2025-05-17T00:00:00,1,Ростов,3609,Олег,Васильев,7,Средство для мытья посуды,5,1000
8,dce40bc0ccaeb861313d0498456217dc,2025-05-17T00:00:00,1,Ростов,9304,Эдуард,Смирнов,5,Яблоко молодильное,2,800
9,41fd12845e8a34d9a72e7bdeefba05c7,2025-05-17T00:00:00,1,Ростов,614,Александра,Егорова,7,Средство для мытья посуды,4,800
10,64220ae28a5cc4573679c8c51649de1c,2025-05-17T00:00:00,0,Москва,4016,Екатерина,Великая,3,Устройство для нагревания табака Трубка Мира,4,2000
11,2da986207742dd577a29abd7a5af4fd4,2025-05-17T00:00:00,1,Ростов,6916,Елизавета,Орлова,10,Томаты,4,200
12,0d81b087552cdf2ce67eb67f8a950a92,2025-05-17T00:00:00,0,Москва,7902,Константин,Новиков,6,Яблоко,3,420
13,01087518f945296ba5c1da9825ff691c,2025-05-17T00:00:00,0,Москва,8407,Геннадий,Кузнецов,10,Томаты,3,150
14,30f2255d8418943dc2cef174a9ddcb85,2025-05-17T00:00:00,0,Москва,2816,Ольга,Козлова,2,Молоко 5%,4,600
15,920863ade0314aa221b3cfdfca2c6fd0,2025-05-17T00:00:00,2,Ярославль,2404,Петр,Кузнецов,4,Сахар песок,2,100
16,f432a4b3f27c46950d0d51e9791a62d2,2025-05-17T00:00:00,1,Ростов,316,Александра,Волкова,6,Яблоко,3,420
17,a957a94b0fae2c4abb98aa304c02fb02,2025-05-17T00:00:00,2,Ярославль,6714,Елизавета,Павлова,1,Молоко 3%,4,480
18,39393101ad7ddca1e78d0ddbeb150e29,2025-05-17T00:00:00,1,Ростов,1200,Евгений,Сидоров,6,Яблоко,4,560
19,333af205b62f41a44eca092452904d1e,2025-05-17T00:00:00,1,Ростов,7514,Анна,Лебедева,2,Молоко 5%,3,450
20,69003e8600ce2a6a9510f434503254c8,2025-05-17T00:00:00,1,Ростов,5204,Александр,Сидоров,1,Молоко 3%,5,600
21,1b3070cc98d7346518282aa75cc22fa7,2025-05-17T00:00:00,0,Москва,5009,Александр,Иванов,9,Ручка шариковая,4,180
22,df1eb3f1e686e586afbdb64fae221fe3,2025-05-17T00:00:00,1,Ростов,2609,Петр,Васильев,9,Ручка шариковая,3,135
23,84246e1926fec3e9a2dd8fe54de067e0,2025-05-17T00:00:00,1,Ростов,5210,Оксана,Морозова,5,Яблоко молодильное,3,1200
24,45ee8e18b28bb55c9d74681deb74bd5d,2025-05-17T00:00:00,0,Москва,1710,Евгения,Павлова,3,Устройство для нагревания табака Трубка Мира,2,1000
25,7b01f535c787e45fe7a8b8975ce4c44a,2025-05-17T00:00:00,1,Ростов,9314,Надежда,Волкова,0,Молоко 1%,4,400
26,89f8f9feb56065c2fcbab667f7ba418f,2025-05-17T00:00:00,1,Ростов,1913,Евгения,Орлова,8,Лампочка LED,4,1200
27,ea2d6b4cbddf1866808ce50475277631,2025-05-17T00:00:00,0,Москва,6106,Алексей,Петров,5,Яблоко молодильное,1,400
28,bcef3c7036f3fb723b4d504bc0fb47ea,2025-05-17T00:00:00,0,Москва,4819,Екатерина,Козлова,8,Лампочка LED,2,600
29,270f36045a185a2c4e9ba23ec3f56be3,2025-05-17T00:00:00,1,Ростов,5512,Оксана,Лебедева,3,Устройство для нагревания табака Трубка Мира,4,2000
30,75728f58688e73137fb4c028d3f72451,2025-05-17T00:00:00,2,Ярославль,808,Иван,Михайлов,5,Яблоко молодильное,2,800
31,f47fcdf68c0690bb7f29bc6cd569fcdf,2025-05-17T00:00:00,1,Ростов,2004,Петр,Иванов,1,Молоко 3%,5,600
32,13b1fe9d005a102fd5b948ed1ec06e75,2025-05-17T00:00:00,0,Москва,1700,Евгений,Соколов,0,Молоко 1%,5,500
33,46c494f317a95b24ea237b594d295160,2025-05-17T00:00:00,2,Ярославль,3807,Олег,Михайлов,7,Средство для мытья посуды,5,1000
34,49f62e24466bf03e6c978405e17a69c5,2025-05-17T00:00:00,0,Москва,3901,Олег,Новиков,0,Молоко 1%,2,200
35,7130b24a371256c9538eb26d01f502bb,2025-05-17T00:00:00,2,Ярославль,9711,Надежда,Павлова,1,Молоко 3%,1,120
36,044ee5a152d512e5c6ee332bb85e25ed,2025-05-17T00:00:00,0,Москва,3314,Светлана,Волкова,7,Средство для мытья посуды,5,1000
37,2ee5eccfb603c5e1b39e917be13aca6e,2025-05-17T00:00:00,1,Ростов,6617,Елизавета,Егорова,3,Устройство для нагревания табака Трубка Мира,1,500
38,a49c6818b6a74749a036a70748d5129f,2025-05-17T00:00:00,1,Ростов,8218,Снежанна,Морозова,3,Устройство для нагревания табака Трубка Мира,4,2000
39,509776a3e2f806cb4df7cca66df92616,2025-05-17T00:00:00,2,Ярославль,5404,Александр,Кузнецов,8,Лампочка LED,3,900
40,92f2fdda4bf9bc67779a9ead0a842e75,2025-05-17T00:00:00,1,Ростов,6716,Елизавета,Павлова,6,Яблоко,5,700
41,77b727129b874adb9f1e5ac39a433b67,2025-05-17T00:00:00,1,Ростов,7113,Анна,Федорова,1,Молоко 3%,4,480
42,1500b430aa3fc0f48fa41f9e2aea692b,2025-05-17T00:00:00,2,Ярославль,7703,Константин,Соколов,2,Молоко 5%,2,300
43,d079b33ee318ed341b1f894ea59138c9,2025-05-17T00:00:00,1,Ростов,2000,Петр,Иванов,1,Молоко 3%,3,360
44,576f23000a8ccc10f7513dffb52df106,2025-05-17T00:00:00,1,Ростов,3518,Светлана,Лебедева,5,Яблоко молодильное,4,1600
45,510ec29443f6160412831760736cd599,2025-05-17T00:00:00,2,Ярославль,7009,Константин,Иванов,6,Яблоко,5,700
46,70cfc6c9f14c0c3ed5771aa54dd74a36,2025-05-17T00:00:00,0,Москва,8000,Геннадий,Иванов,1,Молоко 3%,2,240
47,190a50256a3eec0e135b26d3201be0de,2025-05-17T00:00:00,2,Ярославль,606,Иван,Васильев,6,Яблоко,1,140
48,95a81c815556a875cdeebfaa443b7721,2025-05-17T00:00:00,0,Москва,0,Иван,Иванов,11,Хлеб ржаной,3,60
49,d7087a32d6173c6661079d3c7d0f74e9,2025-05-17T00:00:00,0,Москва,8305,Геннадий,Смирнов,2,Молоко 5%,3,450
50,85aa6a1d3e43d9babb342c70fd3d6bb9,2025-05-17T00:00:00,0,Москва,1805,Евгений,Михайлов,4,Сахар песок,3,150
